,image,split,ih,iw,sh,sw,color,object,part,material,scene,texture,objects,n_objects
43962,ade20k/ADE_train_00019890.jpg,train,224,224,112,112,ade20k/ADE_train_00019890_color.png,ade20k/ADE_train_00019890_object.png,,,1115.0,,[ 13  16  47  56  75 169],5
57875,pascal/2009_003504.jpg,val,224,224,112,112,pascal/2009_003504_color.png,pascal/2009_003504_object.png,pascal/2009_003504_part.png,,,,[ 13  16  18  57  75 123],5
15460,pascal/2008_007211.jpg,train,224,224,112,112,pascal/2008_007211_color.png,pascal/2008_007211_object.png,pascal/2008_007211_part.png,,,,[ 13  16  31  33  56 154],5
13791,pascal/2008_004579.jpg,train,224,224,112,112,pascal/2008_004579_color.png,pascal/2008_004579_object.png,pascal/2008_004579_part.png,,,,[ 12  14  16  36  65 105],5
15451,ade20k/ADE_train_00002275.jpg,train,224,224,112,112,ade20k/ADE_train_00002275_color.png,ade20k/ADE_train_00002275_object.png,,,635.0,,[ 12  14  15  25  50 136],5
15365,pascal/2008_002625.jpg,train,224,224,112,112,pascal/2008_002625_color.png,pascal/2008_002625_object.png,pascal/2008_002625_part.png,,,,[  1  19  56  75 123 208],5
52230,ade20k/ADE_train_00005264.jpg,val,224,224,112,112,ade20k/ADE_train_00005264_color.png,ade20k/ADE_train_00005264_object.png,ade20k/ADE_train_00005264_part_1.png,,478.0,,[12 13 16 18 19 33],5
7721,ade20k/ADE_val_00000062.jpg,train,224,224,112,112,ade20k/ADE_val_00000062_color.png,ade20k/ADE_val_00000062_object.png,,,592.0,,[12 13 14 15 18 90],5
61168,ade20k/ADE_train_00014992.jpg,val,224,224,112,112,ade20k/ADE_train_00014992_color.png,ade20k/ADE_train_00014992_object.png,,,611.0,,[ 12  65  70  72 229 242],5
26754,ade20k/ADE_train_00019995.jpg,train,224,224,112,112,ade20k/ADE_train_00019995_color.png,ade20k/ADE_train_00019995_object.png,ade20k/ADE_train_00019995_part_1.png,,758.0,,[  2  13  16  33  57 151],5
13709,pascal/2008_007423.jpg,train,224,224,112,112,pascal/2008_007423_color.png,pascal/2008_007423_object.png,pascal/2008_007423_part.png,,,,[  3  13  16  34 115 128],5
7802,pascal/2009_004271.jpg,train,224,224,112,112,pascal/2009_004271_color.png,pascal/2009_004271_object.png,pascal/2009_004271_part.png,,,,[13 16 31 33 38 55],5
21978,pascal/2008_006046.jpg,train,224,224,112,112,pascal/2008_006046_color.png,pascal/2008_006046_object.png,pascal/2008_006046_part.png,,,,[  1  13  22  55  75 123],5
43892,ade20k/ADE_train_00001695.jpg,train,224,224,112,112,ade20k/ADE_train_00001695_color.png,ade20k/ADE_train_00001695_object.png,,,460.0,,[ 12  14  25  36  40 122],5
57793,ade20k/ADE_train_00019733.jpg,val,224,224,112,112,ade20k/ADE_train_00019733_color.png,ade20k/ADE_train_00019733_object.png,,,511.0,,[ 14  19  25  65  72 210],5
40265,pascal/2010_000952.jpg,train,224,224,112,112,pascal/2010_000952_color.png,pascal/2010_000952_object.png,pascal/2010_000952_part.png,,,,[16 18 31 33 38 43],5
15434,ade20k/ADE_train_00008872.jpg,train,224,224,112,112,ade20k/ADE_train_00008872_color.png,ade20k/ADE_train_00008872_object.png,ade20k/ADE_train_00008872_part_1.png;ade20k/ADE_train_00008872_part_2.png,,950.0,,[  1  12  14  25  71 122],5
15396,pascal/2009_000160.jpg,train,224,224,112,112,pascal/2009_000160_color.png,pascal/2009_000160_object.png,pascal/2009_000160_part.png,,,,[13 17 18 31 38 52],5
63116,pascal/2009_001271.jpg,val,224,224,112,112,pascal/2009_001271_color.png,pascal/2009_001271_object.png,pascal/2009_001271_part.png,,,,[ 12  14  24  36  93 167],5
21990,ade20k/ADE_train_00015698.jpg,train,224,224,112,112,ade20k/ADE_train_00015698_color.png,ade20k/ADE_train_00015698_object.png,,,760.0,,[ 12  14  27  36  78 247],5
52196,pascal/2008_006235.jpg,val,224,224,112,112,pascal/2008_006235_color.png,pascal/2008_006235_object.png,pascal/2008_006235_part.png,,,,[ 16  18  19  33 160 183],5
57765,ade20k/ADE_train_00016559.jpg,val,224,224,112,112,ade20k/ADE_train_00016559_color.png,ade20k/ADE_train_00016559_object.png,,,223.0,,[  1  13  18  31 209 241],5
3253,ade20k/ADE_train_00009309.jpg,train,224,224,112,112,ade20k/ADE_train_00009309_color.png,ade20k/ADE_train_00009309_object.png,,,602.0,,[  2  13  16 101 131 250],5
61178,ade20k/ADE_train_00003135.jpg,val,224,224,112,112,ade20k/ADE_train_00003135_color.png,ade20k/ADE_train_00003135_object.png,,,457.0,,[ 13  56 123 135 200 208],5
52227,ade20k/ADE_train_00012415.jpg,val,224,224,112,112,ade20k/ADE_train_00012415_color.png,ade20k/ADE_train_00012415_object.png,ade20k/ADE_train_00012415_part_1.png,,,,[ 13  18  19  47 104 170],5
295,ade20k/ADE_train_00003888.jpg,train,224,224,112,112,ade20k/ADE_train_00003888_color.png,ade20k/ADE_train_00003888_object.png,,,83.0,,[12 14 15 27 54 61],5
15412,ade20k/ADE_train_00005847.jpg,train,224,224,112,112,ade20k/ADE_train_00005847_color.png,ade20k/ADE_train_00005847_object.png,,,440.0,,[ 13  56  85 123 135 161],5
43906,ade20k/ADE_train_00001637.jpg,train,224,224,112,112,ade20k/ADE_train_00001637_color.png,ade20k/ADE_train_00001637_object.png,ade20k/ADE_train_00001637_part_1.png,,460.0,,[ 12  14  19  25  40 122],5
3238,ade20k/ADE_train_00012818.jpg,train,224,224,112,112,ade20k/ADE_train_00012818_color.png,ade20k/ADE_train_00012818_object.png,ade20k/ADE_train_00012818_part_1.png,,,,[  1  13  18 122 138 219],5
33340,pascal/2010_002675.jpg,train,224,224,112,112,pascal/2010_002675_color.png,pascal/2010_002675_object.png,pascal/2010_002675_part.png,,,,[ 12  19  61  89 188 232],5
13730,ade20k/ADE_val_00000863.jpg,train,224,224,112,112,ade20k/ADE_val_00000863_color.png,ade20k/ADE_val_00000863_object.png,ade20k/ADE_val_00000863_part_1.png,,59.0,,[13 18 31 35 38 43],5
53206,pascal/2010_001676.jpg,val,224,224,112,112,pascal/2010_001676_color.png,pascal/2010_001676_object.png,pascal/2010_001676_part.png,,,,[ 16  18  19  52  57 183],5
47267,ade20k/ADE_train_00009913.jpg,val,224,224,112,112,ade20k/ADE_train_00009913_color.png,ade20k/ADE_train_00009913_object.png,,,825.0,,[ 13  16  35  85 135 208],5
47338,ade20k/ADE_train_00014552.jpg,val,224,224,112,112,ade20k/ADE_train_00014552_color.png,ade20k/ADE_train_00014552_object.png,,,,,[ 13  19  33  56 146 155],5
53214,ade20k/ADE_val_00000206.jpg,val,224,224,112,112,ade20k/ADE_val_00000206_color.png,ade20k/ADE_val_00000206_object.png,ade20k/ADE_val_00000206_part_1.png,,269.0,,[ 1 18 31 38 43 49],5
43912,ade20k/ADE_train_00006384.jpg,train,224,224,112,112,ade20k/ADE_train_00006384_color.png,ade20k/ADE_train_00006384_object.png,ade20k/ADE_train_00006384_part_1.png,,709.0,,[ 12  13  16  18 111 161],5
43913,ade20k/ADE_train_00008026.jpg,train,224,224,112,112,ade20k/ADE_train_00008026_color.png,ade20k/ADE_train_00008026_object.png,,,0.0,,[ 13  16  19  36  75 123],5
7787,ade20k/ADE_train_00013574.jpg,train,224,224,112,112,ade20k/ADE_train_00013574_color.png,ade20k/ADE_train_00013574_object.png,,,,,[ 13  16  18  43  75 236],5
13736,ade20k/ADE_train_00008507.jpg,train,224,224,112,112,ade20k/ADE_train_00008507_color.png,ade20k/ADE_train_00008507_object.png,ade20k/ADE_train_00008507_part_1.png,,865.0,,[ 13  16  31  33  35 131],5
26721,pascal/2009_001949.jpg,train,224,224,112,112,pascal/2009_001949_color.png,pascal/2009_001949_object.png,pascal/2009_001949_part.png,,,,[ 13  16  18  33  75 123],5
26739,pascal/2009_004133.jpg,train,224,224,112,112,pascal/2009_004133_color.png,pascal/2009_004133_object.png,pascal/2009_004133_part.png,,,,[ 12  19  23  38  47 145],5
21937,ade20k/ADE_train_00002457.jpg,train,224,224,112,112,ade20k/ADE_train_00002457_color.png,ade20k/ADE_train_00002457_object.png,ade20k/ADE_train_00002457_part_1.png,,1131.0,,[ 13  16  18  57  68 183],5
278,ade20k/ADE_train_00020115.jpg,train,224,224,112,112,ade20k/ADE_train_00020115_color.png,ade20k/ADE_train_00020115_object.png,,,952.0,,[  2  12  19  25 210 223],5
61213,pascal/2008_007621.jpg,val,224,224,112,112,pascal/2008_007621_color.png,pascal/2008_007621_object.png,pascal/2008_007621_part.png,,,,[ 18  33  52  85  93 145],5
13698,ade20k/ADE_val_00000368.jpg,train,224,224,112,112,ade20k/ADE_val_00000368_color.png,ade20k/ADE_val_00000368_object.png,ade20k/ADE_val_00000368_part_1.png,,1175.0,,[ 13  18  27  33  57 121],5
43872,ade20k/ADE_train_00001001.jpg,train,224,224,112,112,ade20k/ADE_train_00001001_color.png,ade20k/ADE_train_00001001_object.png,,,650.0,,[13 16 31 47 57 68],5
57857,ade20k/ADE_train_00019562.jpg,val,224,224,112,112,ade20k/ADE_train_00019562_color.png,ade20k/ADE_train_00019562_object.png,ade20k/ADE_train_00019562_part_1.png,,836.0,,[ 13  15  16  56  68 131],5
53182,pascal/2010_000145.jpg,val,224,224,112,112,pascal/2010_000145_color.png,pascal/2010_000145_object.png,pascal/2010_000145_part.png,,,,[ 13  33  52  56  75 123],5
26779,ade20k/ADE_train_00002453.jpg,train,224,224,112,112,ade20k/ADE_train_00002453_color.png,ade20k/ADE_train_00002453_object.png,ade20k/ADE_train_00002453_part_1.png,,1131.0,,[ 13  16  18  33  57 251],5
41687,pascal/2008_007421.jpg,train,224,224,112,112,pascal/2008_007421_color.png,pascal/2008_007421_object.png,pascal/2008_007421_part.png,,,,[  1  16  19  52  62 115],5
47212,ade20k/ADE_train_00004974.jpg,val,224,224,112,112,ade20k/ADE_train_00004974_color.png,ade20k/ADE_train_00004974_object.png,,,783.0,,[  1  13  19  68 115 169],5
40855,pascal/2010_005246.jpg,train,224,224,112,112,pascal/2010_005246_color.png,pascal/2010_005246_object.png,pascal/2010_005246_part.png,,,,[12 17 45 54 61 93],5
40277,ade20k/ADE_train_00003594.jpg,train,224,224,112,112,ade20k/ADE_train_00003594_color.png,ade20k/ADE_train_00003594_object.png,ade20k/ADE_train_00003594_part_1.png,,83.0,,[12 14 23 27 40 61],5
22083,pascal/2008_000657.jpg,train,224,224,112,112,pascal/2008_000657_color.png,pascal/2008_000657_object.png,pascal/2008_000657_part.png,,,,[ 13  16  52  56 185 209],5
61147,ade20k/ADE_train_00019100.jpg,val,224,224,112,112,ade20k/ADE_train_00019100_color.png,ade20k/ADE_train_00019100_object.png,,,824.0,,[  1  12  14  25  51 242],5
57867,ade20k/ADE_train_00011878.jpg,val,224,224,112,112,ade20k/ADE_train_00011878_color.png,ade20k/ADE_train_00011878_object.png,ade20k/ADE_train_00011878_part_1.png,,835.0,,[ 13  16  18  33  56 146],5
21840,ade20k/ADE_train_00013550.jpg,train,224,224,112,112,ade20k/ADE_train_00013550_color.png,ade20k/ADE_train_00013550_object.png,,,,,[16 19 35 60 68 85],5
3169,ade20k/ADE_train_00015249.jpg,train,224,224,112,112,ade20k/ADE_train_00015249_color.png,ade20k/ADE_train_00015249_object.png,,,482.0,,[ 13  16  18  56 131 172],5
47204,pascal/2010_000724.jpg,val,224,224,112,112,pascal/2010_000724_color.png,pascal/2010_000724_object.png,pascal/2010_000724_part.png,,,,[ 12  14  94 105 109 112],5
43946,ade20k/ADE_train_00009033.jpg,train,224,224,112,112,ade20k/ADE_train_00009033_color.png,ade20k/ADE_train_00009033_object.png,,,233.0,,[ 13  16  18  31  38 156],5
26673,ade20k/ADE_train_00013002.jpg,train,224,224,112,112,ade20k/ADE_train_00013002_color.png,ade20k/ADE_train_00013002_object.png,,,,,[ 12  14  19  25 100 211],5
47234,pascal/2008_005845.jpg,val,224,224,112,112,pascal/2008_005845_color.png,pascal/2008_005845_object.png,pascal/2008_005845_part.png,,,,[ 12  14  27  93 132 218],5
40271,pascal/2009_004642.jpg,train,224,224,112,112,pascal/2009_004642_color.png,pascal/2009_004642_object.png,pascal/2009_004642_part.png,,,,[ 13  16  18  52 115 145],5
7851,pascal/2010_005692.jpg,train,224,224,112,112,pascal/2010_005692_color.png,pascal/2010_005692_object.png,pascal/2010_005692_part.png,,,,[12 14 27 40 46 63],5
282,ade20k/ADE_train_00001353.jpg,train,224,224,112,112,ade20k/ADE_train_00001353_color.png,ade20k/ADE_train_00001353_object.png,,,690.0,,[  1  12  14  25  46 212],5
33758,ade20k/ADE_train_00019520.jpg,train,224,224,112,112,ade20k/ADE_train_00019520_color.png,ade20k/ADE_train_00019520_object.png,,,862.0,,[  4  13  16  33  44 169],5
57692,ade20k/ADE_train_00014219.jpg,val,224,224,112,112,ade20k/ADE_train_00014219_color.png,ade20k/ADE_train_00014219_object.png,,,,,[  4  13  16  56 135 159],5
22005,ade20k/ADE_train_00003749.jpg,train,224,224,112,112,ade20k/ADE_train_00003749_color.png,ade20k/ADE_train_00003749_object.png,,,83.0,,[ 12  14  27  61 101 136],5
41688,ade20k/ADE_train_00000972.jpg,train,224,224,112,112,ade20k/ADE_train_00000972_color.png,ade20k/ADE_train_00000972_object.png,ade20k/ADE_train_00000972_part_1.png;ade20k/ADE_train_00000972_part_2.png,,618.0,,[ 13  16  18  47  60 111],5
47256,ade20k/ADE_train_00014277.jpg,val,224,224,112,112,ade20k/ADE_train_00014277_color.png,ade20k/ADE_train_00014277_object.png,ade20k/ADE_train_00014277_part_1.png;ade20k/ADE_train_00014277_part_2.png,,,,[ 13  16  18  35  90 155],5
43874,ade20k/ADE_train_00003570.jpg,train,224,224,112,112,ade20k/ADE_train_00003570_color.png,ade20k/ADE_train_00003570_object.png,ade20k/ADE_train_00003570_part_1.png,,83.0,,[ 12  27  50  61  77 101],5
30971,pascal/2008_002092.jpg,train,224,224,112,112,pascal/2008_002092_color.png,pascal/2008_002092_object.png,pascal/2008_002092_part.png,,,,[12 14 15 19 23 63],5
47405,ade20k/ADE_train_00007293.jpg,val,224,224,112,112,ade20k/ADE_train_00007293_color.png,ade20k/ADE_train_00007293_object.png,,,901.0,,[ 13  16  33  68  85 169],5
22027,ade20k/ADE_train_00019587.jpg,train,224,224,112,112,ade20k/ADE_train_00019587_color.png,ade20k/ADE_train_00019587_object.png,,,1037.0,,[  1  16  19  44  68 195],5
22030,pascal/2008_008600.jpg,train,224,224,112,112,pascal/2008_008600_color.png,pascal/2008_008600_object.png,pascal/2008_008600_part.png,,,,[12 13 15 16 19 63],5
47412,pascal/2010_001351.jpg,val,224,224,112,112,pascal/2010_001351_color.png,pascal/2010_001351_object.png,pascal/2010_001351_part.png,,,,[ 12  14  94 105 107 218],5
7656,ade20k/ADE_train_00007842.jpg,train,224,224,112,112,ade20k/ADE_train_00007842_color.png,ade20k/ADE_train_00007842_object.png,,,543.0,,[  3  13  56  85 111 169],5
47251,ade20k/ADE_train_00014546.jpg,val,224,224,112,112,ade20k/ADE_train_00014546_color.png,ade20k/ADE_train_00014546_object.png,,,,,[13 18 31 38 43 56],5
47417,pascal/2008_001926.jpg,val,224,224,112,112,pascal/2008_001926_color.png,pascal/2008_001926_object.png,pascal/2008_001926_part.png,,,,[ 18  47  52  55 185 209],5
21859,ade20k/ADE_train_00013889.jpg,train,224,224,112,112,ade20k/ADE_train_00013889_color.png,ade20k/ADE_train_00013889_object.png,,,489.0,,[  1  12  14  23  54 198],5
47255,ade20k/ADE_train_00004371.jpg,val,224,224,112,112,ade20k/ADE_train_00004371_color.png,ade20k/ADE_train_00004371_object.png,,,0.0,,[ 3 12 14 15 25 40],5
7754,ade20k/ADE_train_00004624.jpg,train,224,224,112,112,ade20k/ADE_train_00004624_color.png,ade20k/ADE_train_00004624_object.png,ade20k/ADE_train_00004624_part_1.png,,269.0,,[13 18 33 35 43 60],5
41243,ade20k/ADE_train_00011635.jpg,train,224,224,112,112,ade20k/ADE_train_00011635_color.png,ade20k/ADE_train_00011635_object.png,ade20k/ADE_train_00011635_part_1.png,,770.0,,[ 13  16  33  35 131 146],5
7534,ade20k/ADE_train_00019979.jpg,train,224,224,112,112,ade20k/ADE_train_00019979_color.png,ade20k/ADE_train_00019979_object.png,,,0.0,,[  2  13  16  68 131 151],5
44068,pascal/2009_001481.jpg,train,224,224,112,112,pascal/2009_001481_color.png,pascal/2009_001481_object.png,pascal/2009_001481_part.png,,,,[ 13  16  18  31  38 115],5
22517,ade20k/ADE_train_00012886.jpg,train,224,224,112,112,ade20k/ADE_train_00012886_color.png,ade20k/ADE_train_00012886_object.png,ade20k/ADE_train_00012886_part_1.png;ade20k/ADE_train_00012886_part_2.png,,,,[ 12  13  18  60 155 200],5
15236,pascal/2010_000604.jpg,train,224,224,112,112,pascal/2010_000604_color.png,pascal/2010_000604_object.png,pascal/2010_000604_part.png,,,,[13 16 19 33 38 56],5
22522,ade20k/ADE_train_00015608.jpg,train,224,224,112,112,ade20k/ADE_train_00015608_color.png,ade20k/ADE_train_00015608_object.png,,,0.0,,[  2  13  15 100 135 157],5
33729,pascal/2010_001412.jpg,train,224,224,112,112,pascal/2010_001412_color.png,pascal/2010_001412_object.png,pascal/2010_001412_part.png,,,,[  1  19  47  52 167 183],5
7197,pascal/2008_002547.jpg,train,224,224,112,112,pascal/2008_002547_color.png,pascal/2008_002547_object.png,pascal/2008_002547_part.png,,,,[  2  12  14 168 193 218],5
61021,ade20k/ADE_train_00016335.jpg,val,224,224,112,112,ade20k/ADE_train_00016335_color.png,ade20k/ADE_train_00016335_object.png,ade20k/ADE_train_00016335_part_1.png,,834.0,,[ 13  16  19  57  68 131],5
53124,ade20k/ADE_train_00019474.jpg,val,224,224,112,112,ade20k/ADE_train_00019474_color.png,ade20k/ADE_train_00019474_object.png,,,0.0,,[ 12  14  23  71  86 173],5
22527,ade20k/ADE_train_00011924.jpg,train,224,224,112,112,ade20k/ADE_train_00011924_color.png,ade20k/ADE_train_00011924_object.png,ade20k/ADE_train_00011924_part_1.png,,790.0,,[  1  13  18  19  43 245],5
31758,pascal/2009_005269.jpg,train,224,224,112,112,pascal/2009_005269_color.png,pascal/2009_005269_object.png,pascal/2009_005269_part.png,,,,[  2  16  19  52 170 183],5
53133,ade20k/ADE_train_00003462.jpg,val,224,224,112,112,ade20k/ADE_train_00003462_color.png,ade20k/ADE_train_00003462_object.png,ade20k/ADE_train_00003462_part_1.png,,83.0,,[12 14 15 27 50 61],5
22532,ade20k/ADE_train_00003671.jpg,train,224,224,112,112,ade20k/ADE_train_00003671_color.png,ade20k/ADE_train_00003671_object.png,,,83.0,,[12 14 15 54 61 77],5
40347,ade20k/ADE_train_00001574.jpg,train,224,224,112,112,ade20k/ADE_train_00001574_color.png,ade20k/ADE_train_00001574_object.png,,,0.0,,[  1  17  19  25  47 250],5
13927,pascal/2008_006100.jpg,train,224,224,112,112,pascal/2008_006100_color.png,pascal/2008_006100_object.png,pascal/2008_006100_part.png,,,,[ 12  52  55  57 224 243],5
26495,ade20k/ADE_train_00014125.jpg,train,224,224,112,112,ade20k/ADE_train_00014125_color.png,ade20k/ADE_train_00014125_object.png,ade20k/ADE_train_00014125_part_1.png,,672.0,,[ 13  16  18  33  43 212],5
234,ade20k/ADE_train_00019405.jpg,train,224,224,112,112,ade20k/ADE_train_00019405_color.png,ade20k/ADE_train_00019405_object.png,,,609.0,,[  1  12  14  15 162 214],5
53122,pascal/2010_001140.jpg,val,224,224,112,112,pascal/2010_001140_color.png,pascal/2010_001140_object.png,pascal/2010_001140_part.png,,,,[ 12  24  63  78 105 188],5
58154,pascal/2009_000724.jpg,val,224,224,112,112,pascal/2009_000724_color.png,pascal/2009_000724_object.png,pascal/2009_000724_part.png,,,,[ 17  18  19  36  52 115],5
7174,ade20k/ADE_train_00014517.jpg,train,224,224,112,112,ade20k/ADE_train_00014517_color.png,ade20k/ADE_train_00014517_object.png,ade20k/ADE_train_00014517_part_1.png,,,,[ 13  16  68 104 113 131],5
22545,ade20k/ADE_train_00007882.jpg,train,224,224,112,112,ade20k/ADE_train_00007882_color.png,ade20k/ADE_train_00007882_object.png,ade20k/ADE_train_00007882_part_1.png,,1135.0,,[ 13  16  18  33  43 161],5
35175,pascal/2008_001160.jpg,train,224,224,112,112,pascal/2008_001160_color.png,pascal/2008_001160_object.png,pascal/2008_001160_part.png,,,,[ 16  18  52  55  75 123],5
58163,ade20k/ADE_val_00001071.jpg,val,224,224,112,112,ade20k/ADE_val_00001071_color.png,ade20k/ADE_val_00001071_object.png,ade20k/ADE_val_00001071_part_1.png,,821.0,,[13 16 18 33 35 56],5
58140,ade20k/ADE_train_00009212.jpg,val,224,224,112,112,ade20k/ADE_train_00009212_color.png,ade20k/ADE_train_00009212_object.png,,,233.0,,[13 16 31 38 47 68],5
58128,ade20k/ADE_train_00014222.jpg,val,224,224,112,112,ade20k/ADE_train_00014222_color.png,ade20k/ADE_train_00014222_object.png,,,,,[  1   2  13  71 100 135],5
46922,ade20k/ADE_train_00016136.jpg,val,224,224,112,112,ade20k/ADE_train_00016136_color.png,ade20k/ADE_train_00016136_object.png,ade20k/ADE_train_00016136_part_1.png,,0.0,,[13 16 18 33 35 57],5
22506,ade20k/ADE_train_00006529.jpg,train,224,224,112,112,ade20k/ADE_train_00006529_color.png,ade20k/ADE_train_00006529_object.png,ade20k/ADE_train_00006529_part_1.png,,823.0,,[ 12  18  19  31  43 112],5
52329,pascal/2008_001736.jpg,val,224,224,112,112,pascal/2008_001736_color.png,pascal/2008_001736_object.png,pascal/2008_001736_part.png,,,,[12 14 19 23 41 78],5
