,image,split,ih,iw,sh,sw,color,object,part,material,scene,texture,objects,n_objects
7528,pascal/2009_004248.jpg,train,224,224,112,112,pascal/2009_004248_color.png,pascal/2009_004248_object.png,pascal/2009_004248_part.png,,,,[105],1
28867,pascal/2010_005456.jpg,train,224,224,112,112,pascal/2010_005456_color.png,pascal/2010_005456_object.png,pascal/2010_005456_part.png,,,,[105],1
643,pascal/2010_003138.jpg,train,224,224,112,112,pascal/2010_003138_color.png,pascal/2010_003138_object.png,pascal/2010_003138_part.png,,,,[93],1
20120,pascal/2010_001938.jpg,train,224,224,112,112,pascal/2010_001938_color.png,pascal/2010_001938_object.png,pascal/2010_001938_part.png,,,,[105],1
22713,pascal/2009_002675.jpg,train,224,224,112,112,pascal/2009_002675_color.png,pascal/2009_002675_object.png,pascal/2009_002675_part.png,,,,[70],1
24783,ade20k/ADE_train_00002298.jpg,train,224,224,112,112,ade20k/ADE_train_00002298_color.png,ade20k/ADE_train_00002298_object.png,,,0.0,,[68],1
27676,ade20k/ADE_train_00008146.jpg,train,224,224,112,112,ade20k/ADE_train_00008146_color.png,ade20k/ADE_train_00008146_object.png,,,504.0,,[16],1
27840,ade20k/ADE_train_00008173.jpg,train,224,224,112,112,ade20k/ADE_train_00008173_color.png,ade20k/ADE_train_00008173_object.png,,,504.0,,[16],1
52299,pascal/2010_005535.jpg,val,224,224,112,112,pascal/2010_005535_color.png,pascal/2010_005535_object.png,pascal/2010_005535_part.png,,,,[105],1
423,pascal/2008_002823.jpg,train,224,224,112,112,pascal/2008_002823_color.png,pascal/2008_002823_object.png,pascal/2008_002823_part.png,,,,[19],1
15220,pascal/2009_000291.jpg,train,224,224,112,112,pascal/2009_000291_color.png,pascal/2009_000291_object.png,pascal/2009_000291_part.png,,,,[19],1
36848,pascal/2009_000377.jpg,train,224,224,112,112,pascal/2009_000377_color.png,pascal/2009_000377_object.png,pascal/2009_000377_part.png,,,,[70],1
60158,pascal/2010_005785.jpg,val,224,224,112,112,pascal/2010_005785_color.png,pascal/2010_005785_object.png,pascal/2010_005785_part.png,,,,[38],1
17094,ade20k/ADE_train_00009773.jpg,train,224,224,112,112,ade20k/ADE_train_00009773_color.png,ade20k/ADE_train_00009773_object.png,,,0.0,,[135],1
20780,pascal/2010_003723.jpg,train,224,224,112,112,pascal/2010_003723_color.png,pascal/2010_003723_object.png,pascal/2010_003723_part.png,,,,[154],1
43298,pascal/2008_004422.jpg,train,224,224,112,112,pascal/2008_004422_color.png,pascal/2008_004422_object.png,pascal/2008_004422_part.png,,,,[105],1
26700,pascal/2009_002648.jpg,train,224,224,112,112,pascal/2009_002648_color.png,pascal/2009_002648_object.png,pascal/2009_002648_part.png,,,,[251],1
2147,pascal/2008_003647.jpg,train,224,224,112,112,pascal/2008_003647_color.png,pascal/2008_003647_object.png,pascal/2008_003647_part.png,,,,[38],1
60320,pascal/2009_003380.jpg,val,224,224,112,112,pascal/2009_003380_color.png,pascal/2009_003380_object.png,pascal/2009_003380_part.png,,,,[105],1
63121,pascal/2010_005573.jpg,val,224,224,112,112,pascal/2010_005573_color.png,pascal/2010_005573_object.png,pascal/2010_005573_part.png,,,,[105],1
22401,pascal/2009_003974.jpg,train,224,224,112,112,pascal/2009_003974_color.png,pascal/2009_003974_object.png,pascal/2009_003974_part.png,,,,[38],1
20891,pascal/2009_003285.jpg,train,224,224,112,112,pascal/2009_003285_color.png,pascal/2009_003285_object.png,pascal/2009_003285_part.png,,,,[128],1
360,ade20k/ADE_train_00008112.jpg,train,224,224,112,112,ade20k/ADE_train_00008112_color.png,ade20k/ADE_train_00008112_object.png,,,429.0,,[16],1
46268,pascal/2008_000559.jpg,val,224,224,112,112,pascal/2008_000559_color.png,pascal/2008_000559_object.png,pascal/2008_000559_part.png,,,,[93],1
356,pascal/2009_002475.jpg,train,224,224,112,112,pascal/2009_002475_color.png,pascal/2009_002475_object.png,pascal/2009_002475_part.png,,,,[70],1
6683,pascal/2009_003166.jpg,train,224,224,112,112,pascal/2009_003166_color.png,pascal/2009_003166_object.png,pascal/2009_003166_part.png,,,,[19],1
31480,pascal/2010_002842.jpg,train,224,224,112,112,pascal/2010_002842_color.png,pascal/2010_002842_object.png,pascal/2010_002842_part.png,,,,[145],1
61125,ade20k/ADE_train_00008066.jpg,val,224,224,112,112,ade20k/ADE_train_00008066_color.png,ade20k/ADE_train_00008066_object.png,,,429.0,,[16],1
61372,pascal/2009_003958.jpg,val,224,224,112,112,pascal/2009_003958_color.png,pascal/2009_003958_object.png,pascal/2009_003958_part.png,,,,[70],1
59481,pascal/2009_003626.jpg,val,224,224,112,112,pascal/2009_003626_color.png,pascal/2009_003626_object.png,pascal/2009_003626_part.png,,,,[105],1
41770,pascal/2008_008194.jpg,train,224,224,112,112,pascal/2008_008194_color.png,pascal/2008_008194_object.png,pascal/2008_008194_part.png,,,,[128],1
52294,pascal/2010_001089.jpg,val,224,224,112,112,pascal/2010_001089_color.png,pascal/2010_001089_object.png,pascal/2010_001089_part.png,,,,[105],1
43155,pascal/2009_001153.jpg,train,224,224,112,112,pascal/2009_001153_color.png,pascal/2009_001153_object.png,pascal/2009_001153_part.png,,,,[105],1
44456,pascal/2009_000932.jpg,val,224,224,112,112,pascal/2009_000932_color.png,pascal/2009_000932_object.png,pascal/2009_000932_part.png,,,,[128],1
39687,ade20k/ADE_train_00006686.jpg,train,224,224,112,112,ade20k/ADE_train_00006686_color.png,ade20k/ADE_train_00006686_object.png,,,723.0,,[13],1
6634,pascal/2009_002472.jpg,train,224,224,112,112,pascal/2009_002472_color.png,pascal/2009_002472_object.png,pascal/2009_002472_part.png,,,,[251],1
61133,ade20k/ADE_train_00008099.jpg,val,224,224,112,112,ade20k/ADE_train_00008099_color.png,ade20k/ADE_train_00008099_object.png,,,429.0,,[16],1
55254,pascal/2009_003629.jpg,val,224,224,112,112,pascal/2009_003629_color.png,pascal/2009_003629_object.png,pascal/2009_003629_part.png,,,,[70],1
28696,pascal/2009_005040.jpg,train,224,224,112,112,pascal/2009_005040_color.png,pascal/2009_005040_object.png,pascal/2009_005040_part.png,,,,[128],1
9202,pascal/2010_006066.jpg,train,224,224,112,112,pascal/2010_006066_color.png,pascal/2010_006066_object.png,pascal/2010_006066_part.png,,,,[93],1
41713,pascal/2010_002333.jpg,train,224,224,112,112,pascal/2010_002333_color.png,pascal/2010_002333_object.png,pascal/2010_002333_part.png,,,,[105],1
4694,ade20k/ADE_train_00013359.jpg,train,224,224,112,112,ade20k/ADE_train_00013359_color.png,ade20k/ADE_train_00013359_object.png,,,,,[16],1
36933,ade20k/ADE_train_00008131.jpg,train,224,224,112,112,ade20k/ADE_train_00008131_color.png,ade20k/ADE_train_00008131_object.png,,,429.0,,[16],1
17259,pascal/2010_001175.jpg,train,224,224,112,112,pascal/2010_001175_color.png,pascal/2010_001175_object.png,pascal/2010_001175_part.png,,,,[243],1
46060,ade20k/ADE_train_00000581.jpg,val,224,224,112,112,ade20k/ADE_train_00000581_color.png,ade20k/ADE_train_00000581_object.png,ade20k/ADE_train_00000581_part_1.png,,0.0,,[123],1
50417,pascal/2009_002855.jpg,val,224,224,112,112,pascal/2009_002855_color.png,pascal/2009_002855_object.png,pascal/2009_002855_part.png,,,,[105],1
25865,pascal/2010_002529.jpg,train,224,224,112,112,pascal/2010_002529_color.png,pascal/2010_002529_object.png,pascal/2010_002529_part.png,,,,[105],1
29739,pascal/2009_003562.jpg,train,224,224,112,112,pascal/2009_003562_color.png,pascal/2009_003562_object.png,pascal/2009_003562_part.png,,,,[70],1
29732,ade20k/ADE_train_00002297.jpg,train,224,224,112,112,ade20k/ADE_train_00002297_color.png,ade20k/ADE_train_00002297_object.png,,,0.0,,[16],1
57062,pascal/2008_000426.jpg,val,224,224,112,112,pascal/2008_000426_color.png,pascal/2008_000426_object.png,pascal/2008_000426_part.png,,,,[19],1
19920,ade20k/ADE_val_00000299.jpg,train,224,224,112,112,ade20k/ADE_val_00000299_color.png,ade20k/ADE_val_00000299_object.png,,,723.0,,[13],1
62704,ade20k/ADE_train_00004727.jpg,val,224,224,112,112,ade20k/ADE_train_00004727_color.png,ade20k/ADE_train_00004727_object.png,ade20k/ADE_train_00004727_part_1.png,,269.0,,[18],1
29243,pascal/2010_000426.jpg,train,224,224,112,112,pascal/2010_000426_color.png,pascal/2010_000426_object.png,pascal/2010_000426_part.png,,,,[70],1
7863,pascal/2008_001036.jpg,train,224,224,112,112,pascal/2008_001036_color.png,pascal/2008_001036_object.png,pascal/2008_001036_part.png,,,,[19],1
18622,pascal/2010_004585.jpg,train,224,224,112,112,pascal/2010_004585_color.png,pascal/2010_004585_object.png,pascal/2010_004585_part.png,,,,[105],1
2778,pascal/2010_005827.jpg,train,224,224,112,112,pascal/2010_005827_color.png,pascal/2010_005827_object.png,pascal/2010_005827_part.png,,,,[168],1
49603,ade20k/ADE_train_00016351.jpg,val,224,224,112,112,ade20k/ADE_train_00016351_color.png,ade20k/ADE_train_00016351_object.png,ade20k/ADE_train_00016351_part_1.png,,0.0,,[13],1
45375,pascal/2009_003783.jpg,val,224,224,112,112,pascal/2009_003783_color.png,pascal/2009_003783_object.png,pascal/2009_003783_part.png,,,,[105],1
19316,pascal/2009_003647.jpg,train,224,224,112,112,pascal/2009_003647_color.png,pascal/2009_003647_object.png,pascal/2009_003647_part.png,,,,[105],1
1157,pascal/2010_003675.jpg,train,224,224,112,112,pascal/2010_003675_color.png,pascal/2010_003675_object.png,pascal/2010_003675_part.png,,,,[105],1
33784,ade20k/ADE_train_00008115.jpg,train,224,224,112,112,ade20k/ADE_train_00008115_color.png,ade20k/ADE_train_00008115_object.png,,,429.0,,[16],1
29055,pascal/2008_002616.jpg,train,224,224,112,112,pascal/2008_002616_color.png,pascal/2008_002616_object.png,pascal/2008_002616_part.png,,,,[19],1
38570,pascal/2009_004536.jpg,train,224,224,112,112,pascal/2009_004536_color.png,pascal/2009_004536_object.png,pascal/2009_004536_part.png,,,,[36],1
5589,pascal/2010_002248.jpg,train,224,224,112,112,pascal/2010_002248_color.png,pascal/2010_002248_object.png,pascal/2010_002248_part.png,,,,[93],1
42268,pascal/2008_004257.jpg,train,224,224,112,112,pascal/2008_004257_color.png,pascal/2008_004257_object.png,pascal/2008_004257_part.png,,,,[105],1
14200,pascal/2010_005632.jpg,train,224,224,112,112,pascal/2010_005632_color.png,pascal/2010_005632_object.png,pascal/2010_005632_part.png,,,,[154],1
56155,pascal/2008_004688.jpg,val,224,224,112,112,pascal/2008_004688_color.png,pascal/2008_004688_object.png,pascal/2008_004688_part.png,,,,[105],1
19371,pascal/2009_003858.jpg,train,224,224,112,112,pascal/2009_003858_color.png,pascal/2009_003858_object.png,pascal/2009_003858_part.png,,,,[128],1
45462,pascal/2010_004503.jpg,val,224,224,112,112,pascal/2010_004503_color.png,pascal/2010_004503_object.png,pascal/2010_004503_part.png,,,,[168],1
52958,ade20k/ADE_train_00007606.jpg,val,224,224,112,112,ade20k/ADE_train_00007606_color.png,ade20k/ADE_train_00007606_object.png,,,0.0,,[19],1
9732,pascal/2008_004684.jpg,train,224,224,112,112,pascal/2008_004684_color.png,pascal/2008_004684_object.png,pascal/2008_004684_part.png,,,,[38],1
7892,pascal/2010_001240.jpg,train,224,224,112,112,pascal/2010_001240_color.png,pascal/2010_001240_object.png,pascal/2010_001240_part.png,,,,[105],1
2731,ade20k/ADE_train_00004465.jpg,train,224,224,112,112,ade20k/ADE_train_00004465_color.png,ade20k/ADE_train_00004465_object.png,ade20k/ADE_train_00004465_part_1.png;ade20k/ADE_train_00004465_part_2.png,,706.0,,[18],1
59103,pascal/2010_003101.jpg,val,224,224,112,112,pascal/2010_003101_color.png,pascal/2010_003101_object.png,pascal/2010_003101_part.png,,,,[145],1
38135,pascal/2010_001054.jpg,train,224,224,112,112,pascal/2010_001054_color.png,pascal/2010_001054_object.png,pascal/2010_001054_part.png,,,,[105],1
33407,pascal/2008_008544.jpg,train,224,224,112,112,pascal/2008_008544_color.png,pascal/2008_008544_object.png,pascal/2008_008544_part.png,,,,[128],1
6355,pascal/2009_005163.jpg,train,224,224,112,112,pascal/2009_005163_color.png,pascal/2009_005163_object.png,pascal/2009_005163_part.png,,,,[36],1
1018,ade20k/ADE_train_00006145.jpg,train,224,224,112,112,ade20k/ADE_train_00006145_color.png,ade20k/ADE_train_00006145_object.png,,,301.0,,[46],1
5678,pascal/2009_005140.jpg,train,224,224,112,112,pascal/2009_005140_color.png,pascal/2009_005140_object.png,pascal/2009_005140_part.png,,,,[19],1
27301,ade20k/ADE_train_00004480.jpg,train,224,224,112,112,ade20k/ADE_train_00004480_color.png,ade20k/ADE_train_00004480_object.png,ade20k/ADE_train_00004480_part_1.png;ade20k/ADE_train_00004480_part_2.png,,706.0,,[18],1
53033,pascal/2010_005604.jpg,val,224,224,112,112,pascal/2010_005604_color.png,pascal/2010_005604_object.png,pascal/2010_005604_part.png,,,,[93],1
9822,pascal/2008_003382.jpg,train,224,224,112,112,pascal/2008_003382_color.png,pascal/2008_003382_object.png,pascal/2008_003382_part.png,,,,[128],1
33607,pascal/2008_007353.jpg,train,224,224,112,112,pascal/2008_007353_color.png,pascal/2008_007353_object.png,pascal/2008_007353_part.png,,,,[105],1
29172,pascal/2010_005492.jpg,train,224,224,112,112,pascal/2010_005492_color.png,pascal/2010_005492_object.png,pascal/2010_005492_part.png,,,,[105],1
38368,pascal/2010_005627.jpg,train,224,224,112,112,pascal/2010_005627_color.png,pascal/2010_005627_object.png,pascal/2010_005627_part.png,,,,[105],1
13996,pascal/2009_000063.jpg,train,224,224,112,112,pascal/2009_000063_color.png,pascal/2009_000063_object.png,pascal/2009_000063_part.png,,,,[19],1
45272,pascal/2009_005170.jpg,val,224,224,112,112,pascal/2009_005170_color.png,pascal/2009_005170_object.png,pascal/2009_005170_part.png,,,,[145],1
45295,pascal/2008_005477.jpg,val,224,224,112,112,pascal/2008_005477_color.png,pascal/2008_005477_object.png,pascal/2008_005477_part.png,,,,[128],1
45096,pascal/2009_002039.jpg,val,224,224,112,112,pascal/2009_002039_color.png,pascal/2009_002039_object.png,pascal/2009_002039_part.png,,,,[93],1
6326,ade20k/ADE_train_00014181.jpg,train,224,224,112,112,ade20k/ADE_train_00014181_color.png,ade20k/ADE_train_00014181_object.png,,,0.0,,[12],1
42385,pascal/2008_000899.jpg,train,224,224,112,112,pascal/2008_000899_color.png,pascal/2008_000899_object.png,pascal/2008_000899_part.png,,,,[19],1
33295,pascal/2010_000716.jpg,train,224,224,112,112,pascal/2010_000716_color.png,pascal/2010_000716_object.png,pascal/2010_000716_part.png,,,,[93],1
22783,pascal/2009_002268.jpg,train,224,224,112,112,pascal/2009_002268_color.png,pascal/2009_002268_object.png,pascal/2009_002268_part.png,,,,[105],1
14222,pascal/2009_001570.jpg,train,224,224,112,112,pascal/2009_001570_color.png,pascal/2009_001570_object.png,pascal/2009_001570_part.png,,,,[128],1
14243,pascal/2010_000488.jpg,train,224,224,112,112,pascal/2010_000488_color.png,pascal/2010_000488_object.png,pascal/2010_000488_part.png,,,,[105],1
5737,pascal/2010_005807.jpg,train,224,224,112,112,pascal/2010_005807_color.png,pascal/2010_005807_object.png,pascal/2010_005807_part.png,,,,[93],1
8201,pascal/2009_002352.jpg,train,224,224,112,112,pascal/2009_002352_color.png,pascal/2009_002352_object.png,pascal/2009_002352_part.png,,,,[105],1
23473,pascal/2010_004171.jpg,train,224,224,112,112,pascal/2010_004171_color.png,pascal/2010_004171_object.png,pascal/2010_004171_part.png,,,,[105],1
55633,pascal/2008_003974.jpg,val,224,224,112,112,pascal/2008_003974_color.png,pascal/2008_003974_object.png,pascal/2008_003974_part.png,,,,[105],1
17990,pascal/2009_001094.jpg,train,224,224,112,112,pascal/2009_001094_color.png,pascal/2009_001094_object.png,pascal/2009_001094_part.png,,,,[105],1
37586,pascal/2010_001013.jpg,train,224,224,112,112,pascal/2010_001013_color.png,pascal/2010_001013_object.png,pascal/2010_001013_part.png,,,,[70],1
25529,pascal/2009_002252.jpg,train,224,224,112,112,pascal/2009_002252_color.png,pascal/2009_002252_object.png,pascal/2009_002252_part.png,,,,[36],1
52625,ade20k/ADE_train_00008064.jpg,val,224,224,112,112,ade20k/ADE_train_00008064_color.png,ade20k/ADE_train_00008064_object.png,ade20k/ADE_train_00008064_part_1.png,,429.0,,[16],1
23481,pascal/2010_000045.jpg,train,224,224,112,112,pascal/2010_000045_color.png,pascal/2010_000045_object.png,pascal/2010_000045_part.png,,,,[93],1
28948,pascal/2010_005152.jpg,train,224,224,112,112,pascal/2010_005152_color.png,pascal/2010_005152_object.png,pascal/2010_005152_part.png,,,,[128],1
48636,pascal/2008_004672.jpg,val,224,224,112,112,pascal/2008_004672_color.png,pascal/2008_004672_object.png,pascal/2008_004672_part.png,,,,[105],1
5511,pascal/2010_001690.jpg,train,224,224,112,112,pascal/2010_001690_color.png,pascal/2010_001690_object.png,pascal/2010_001690_part.png,,,,[168],1
55589,ade20k/ADE_train_00005193.jpg,val,224,224,112,112,ade20k/ADE_train_00005193_color.png,ade20k/ADE_train_00005193_object.png,,,529.0,,[19],1
12964,ade20k/ADE_train_00004478.jpg,train,224,224,112,112,ade20k/ADE_train_00004478_color.png,ade20k/ADE_train_00004478_object.png,ade20k/ADE_train_00004478_part_1.png;ade20k/ADE_train_00004478_part_2.png,,706.0,,[18],1
32549,pascal/2009_004614.jpg,train,224,224,112,112,pascal/2009_004614_color.png,pascal/2009_004614_object.png,pascal/2009_004614_part.png,,,,[93],1
19835,ade20k/ADE_train_00008134.jpg,train,224,224,112,112,ade20k/ADE_train_00008134_color.png,ade20k/ADE_train_00008134_object.png,,,504.0,,[16],1
55563,pascal/2010_000567.jpg,val,224,224,112,112,pascal/2010_000567_color.png,pascal/2010_000567_object.png,pascal/2010_000567_part.png,,,,[145],1
13122,pascal/2009_004261.jpg,train,224,224,112,112,pascal/2009_004261_color.png,pascal/2009_004261_object.png,pascal/2009_004261_part.png,,,,[105],1
42830,pascal/2008_000207.jpg,train,224,224,112,112,pascal/2008_000207_color.png,pascal/2008_000207_object.png,pascal/2008_000207_part.png,,,,[19],1
18079,pascal/2009_000525.jpg,train,224,224,112,112,pascal/2009_000525_color.png,pascal/2009_000525_object.png,pascal/2009_000525_part.png,,,,[19],1
45574,pascal/2008_004074.jpg,val,224,224,112,112,pascal/2008_004074_color.png,pascal/2008_004074_object.png,pascal/2008_004074_part.png,,,,[105],1
9834,pascal/2008_005637.jpg,train,224,224,112,112,pascal/2008_005637_color.png,pascal/2008_005637_object.png,pascal/2008_005637_part.png,,,,[184],1
13325,ade20k/ADE_train_00014723.jpg,train,224,224,112,112,ade20k/ADE_train_00014723_color.png,ade20k/ADE_train_00014723_object.png,,,,,[35],1
18387,pascal/2009_005162.jpg,train,224,224,112,112,pascal/2009_005162_color.png,pascal/2009_005162_object.png,pascal/2009_005162_part.png,,,,[93],1
37813,pascal/2008_006194.jpg,train,224,224,112,112,pascal/2008_006194_color.png,pascal/2008_006194_object.png,pascal/2008_006194_part.png,,,,[105],1
9843,pascal/2009_003929.jpg,train,224,224,112,112,pascal/2009_003929_color.png,pascal/2009_003929_object.png,pascal/2009_003929_part.png,,,,[145],1
50920,pascal/2009_000677.jpg,val,224,224,112,112,pascal/2009_000677_color.png,pascal/2009_000677_object.png,pascal/2009_000677_part.png,,,,[128],1
25383,pascal/2010_002740.jpg,train,224,224,112,112,pascal/2010_002740_color.png,pascal/2010_002740_object.png,pascal/2010_002740_part.png,,,,[128],1
2478,pascal/2010_004520.jpg,train,224,224,112,112,pascal/2010_004520_color.png,pascal/2010_004520_object.png,pascal/2010_004520_part.png,,,,[70],1
879,ade20k/ADE_train_00016355.jpg,train,224,224,112,112,ade20k/ADE_train_00016355_color.png,ade20k/ADE_train_00016355_object.png,ade20k/ADE_train_00016355_part_1.png,,0.0,,[13],1
38807,ade20k/ADE_train_00007865.jpg,train,224,224,112,112,ade20k/ADE_train_00007865_color.png,ade20k/ADE_train_00007865_object.png,ade20k/ADE_train_00007865_part_1.png,,900.0,,[18],1
4114,pascal/2010_002808.jpg,train,224,224,112,112,pascal/2010_002808_color.png,pascal/2010_002808_object.png,pascal/2010_002808_part.png,,,,[93],1
19607,pascal/2010_005317.jpg,train,224,224,112,112,pascal/2010_005317_color.png,pascal/2010_005317_object.png,pascal/2010_005317_part.png,,,,[105],1
9872,pascal/2009_001038.jpg,train,224,224,112,112,pascal/2009_001038_color.png,pascal/2009_001038_object.png,pascal/2009_001038_part.png,,,,[36],1
22866,ade20k/ADE_train_00019368.jpg,train,224,224,112,112,ade20k/ADE_train_00019368_color.png,ade20k/ADE_train_00019368_object.png,,,0.0,,[13],1
22857,pascal/2010_003509.jpg,train,224,224,112,112,pascal/2010_003509_color.png,pascal/2010_003509_object.png,pascal/2010_003509_part.png,,,,[105],1
52693,pascal/2008_002424.jpg,val,224,224,112,112,pascal/2008_002424_color.png,pascal/2008_002424_object.png,pascal/2008_002424_part.png,,,,[19],1
9467,pascal/2008_006119.jpg,train,224,224,112,112,pascal/2008_006119_color.png,pascal/2008_006119_object.png,pascal/2008_006119_part.png,,,,[93],1
799,pascal/2010_000312.jpg,train,224,224,112,112,pascal/2010_000312_color.png,pascal/2010_000312_object.png,pascal/2010_000312_part.png,,,,[93],1
38810,pascal/2009_004442.jpg,train,224,224,112,112,pascal/2009_004442_color.png,pascal/2009_004442_object.png,pascal/2009_004442_part.png,,,,[105],1
23901,pascal/2010_001731.jpg,train,224,224,112,112,pascal/2010_001731_color.png,pascal/2010_001731_object.png,pascal/2010_001731_part.png,,,,[36],1
62124,ade20k/ADE_train_00008093.jpg,val,224,224,112,112,ade20k/ADE_train_00008093_color.png,ade20k/ADE_train_00008093_object.png,,,429.0,,[16],1
11184,pascal/2010_006057.jpg,train,224,224,112,112,pascal/2010_006057_color.png,pascal/2010_006057_object.png,pascal/2010_006057_part.png,,,,[93],1
21254,pascal/2009_000045.jpg,train,224,224,112,112,pascal/2009_000045_color.png,pascal/2009_000045_object.png,pascal/2009_000045_part.png,,,,[93],1
54333,pascal/2009_002319.jpg,val,224,224,112,112,pascal/2009_002319_color.png,pascal/2009_002319_object.png,pascal/2009_002319_part.png,,,,[128],1
