,image,split,ih,iw,sh,sw,color,object,part,material,scene,texture,objects,n_objects
61759,ade20k/ADE_train_00016949.jpg,val,224,224,112,112,ade20k/ADE_train_00016949_color.png,ade20k/ADE_train_00016949_object.png,ade20k/ADE_train_00016949_part_1.png;ade20k/ADE_train_00016949_part_2.png,,59.0,,[ 18  31  35  43  47  65  76 165 178],8
60806,ade20k/ADE_train_00004907.jpg,val,224,224,112,112,ade20k/ADE_train_00004907_color.png,ade20k/ADE_train_00004907_object.png,,,1016.0,,[  1  12  14  19  25  46  49  94 195],8
61013,ade20k/ADE_train_00013290.jpg,val,224,224,112,112,ade20k/ADE_train_00013290_color.png,ade20k/ADE_train_00013290_object.png,,,,,[  1  12  14  25  40 122 132 211 234],8
59606,ade20k/ADE_train_00012362.jpg,val,224,224,112,112,ade20k/ADE_train_00012362_color.png,ade20k/ADE_train_00012362_object.png,,,,,[  1  13  18  19  75 104 138 143 200],8
59468,ade20k/ADE_train_00003191.jpg,val,224,224,112,112,ade20k/ADE_train_00003191_color.png,ade20k/ADE_train_00003191_object.png,,,584.0,,[ 12  14  15  48  72  95  97 100 216],8
59415,pascal/2008_007031.jpg,val,224,224,112,112,pascal/2008_007031_color.png,pascal/2008_007031_object.png,pascal/2008_007031_part.png,,,,[ 13  16  18  52  55  56  57 224 251],8
63141,ade20k/ADE_train_00015490.jpg,val,224,224,112,112,ade20k/ADE_train_00015490_color.png,ade20k/ADE_train_00015490_object.png,ade20k/ADE_train_00015490_part_1.png;ade20k/ADE_train_00015490_part_2.png,,691.0,,[ 1 12 14 15 19 23 29 36 40],8
37547,ade20k/ADE_val_00001172.jpg,train,224,224,112,112,ade20k/ADE_val_00001172_color.png,ade20k/ADE_val_00001172_object.png,ade20k/ADE_val_00001172_part_1.png;ade20k/ADE_val_00001172_part_2.png,,83.0,,[12 14 27 40 50 54 61 63 97],8
37877,ade20k/ADE_train_00005986.jpg,train,224,224,112,112,ade20k/ADE_train_00005986_color.png,ade20k/ADE_train_00005986_object.png,,,301.0,,[ 12  14  25  27  46  78 111 216 247],8
63248,ade20k/ADE_train_00007261.jpg,val,224,224,112,112,ade20k/ADE_train_00007261_color.png,ade20k/ADE_train_00007261_object.png,,,1091.0,,[  1  13  16  19  68 109 169 186 239],8
37540,pascal/2009_002343.jpg,train,224,224,112,112,pascal/2009_002343_color.png,pascal/2009_002343_object.png,pascal/2009_002343_part.png,,,,[ 13  16  18  19  31  33  38  55 123],8
60948,pascal/2008_002868.jpg,val,224,224,112,112,pascal/2008_002868_color.png,pascal/2008_002868_object.png,pascal/2008_002868_part.png,,,,[ 12  14  19  25  46  47  55 168 232],8
59702,pascal/2008_006037.jpg,val,224,224,112,112,pascal/2008_006037_color.png,pascal/2008_006037_object.png,pascal/2008_006037_part.png,,,,[13 16 18 31 34 38 47 52 55],8
61805,pascal/2009_001922.jpg,val,224,224,112,112,pascal/2009_001922_color.png,pascal/2009_001922_object.png,pascal/2009_001922_part.png,,,,[ 12  16  24  27  36  46 107 145 148],8
37837,ade20k/ADE_train_00018619.jpg,train,224,224,112,112,ade20k/ADE_train_00018619_color.png,ade20k/ADE_train_00018619_object.png,ade20k/ADE_train_00018619_part_1.png,,59.0,,[ 13  18  19  31  35  43  47 178 255],8
60628,ade20k/ADE_train_00019194.jpg,val,224,224,112,112,ade20k/ADE_train_00019194_color.png,ade20k/ADE_train_00019194_object.png,ade20k/ADE_train_00019194_part_1.png,,1155.0,,[  1  12  14  40 100 173 175 212 230],8
37097,ade20k/ADE_train_00005782.jpg,train,224,224,112,112,ade20k/ADE_train_00005782_color.png,ade20k/ADE_train_00005782_object.png,,,608.0,,[  1  12  14  15  25  38  46 125 196],8
58327,pascal/2008_005794.jpg,val,224,224,112,112,pascal/2008_005794_color.png,pascal/2008_005794_object.png,pascal/2008_005794_part.png,,,,[ 16  18  19  27  36  47  52 132 145],8
61741,ade20k/ADE_train_00002273.jpg,val,224,224,112,112,ade20k/ADE_train_00002273_color.png,ade20k/ADE_train_00002273_object.png,,,635.0,,[  2  12  14  25  63  76 100 136 141],8
60748,ade20k/ADE_train_00008923.jpg,val,224,224,112,112,ade20k/ADE_train_00008923_color.png,ade20k/ADE_train_00008923_object.png,,,0.0,,[ 13  14  16  18  25  38  75 149 221],8
60633,ade20k/ADE_val_00001634.jpg,val,224,224,112,112,ade20k/ADE_val_00001634_color.png,ade20k/ADE_val_00001634_object.png,,,,,[ 12  14  15  23  25  40  46 138 210],8
63285,ade20k/ADE_train_00013592.jpg,val,224,224,112,112,ade20k/ADE_train_00013592_color.png,ade20k/ADE_train_00013592_object.png,ade20k/ADE_train_00013592_part_1.png,,,,[13 16 18 19 31 38 43 47 60],8
60636,ade20k/ADE_train_00014878.jpg,val,224,224,112,112,ade20k/ADE_train_00014878_color.png,ade20k/ADE_train_00014878_object.png,,,,,[  1  12  14  15  23  40  76  89 147],8
59389,ade20k/ADE_train_00011813.jpg,val,224,224,112,112,ade20k/ADE_train_00011813_color.png,ade20k/ADE_train_00011813_object.png,,,0.0,,[  1  12  14  25  46  57 127 204 213],8
37091,pascal/2008_001598.jpg,train,224,224,112,112,pascal/2008_001598_color.png,pascal/2008_001598_object.png,pascal/2008_001598_part.png,,,,[  1  13  16  18  19  33  56  57 246],8
61029,ade20k/ADE_train_00002486.jpg,val,224,224,112,112,ade20k/ADE_train_00002486_color.png,ade20k/ADE_train_00002486_object.png,,,619.0,,[ 12  14  15  23  25  46  97 157 211],8
60793,ade20k/ADE_train_00017327.jpg,val,224,224,112,112,ade20k/ADE_train_00017327_color.png,ade20k/ADE_train_00017327_object.png,ade20k/ADE_train_00017327_part_1.png,,59.0,,[ 12  13  16  18  31  38  43  56 121],8
37607,ade20k/ADE_train_00015370.jpg,train,224,224,112,112,ade20k/ADE_train_00015370_color.png,ade20k/ADE_train_00015370_object.png,,,597.0,,[ 2 12 13 16 33 57 68 79 88],8
37090,ade20k/ADE_train_00007689.jpg,train,224,224,112,112,ade20k/ADE_train_00007689_color.png,ade20k/ADE_train_00007689_object.png,ade20k/ADE_train_00007689_part_1.png,,708.0,,[  1   3   8  16  19  33  44 146 161],8
61989,ade20k/ADE_train_00007436.jpg,val,224,224,112,112,ade20k/ADE_train_00007436_color.png,ade20k/ADE_train_00007436_object.png,,,0.0,,[  1   2  12  14  25  38  46  61 125],8
62007,pascal/2009_002586.jpg,val,224,224,112,112,pascal/2009_002586_color.png,pascal/2009_002586_object.png,pascal/2009_002586_part.png,,,,[ 12  14  19  23  24  35  65  93 188],8
36780,ade20k/ADE_val_00001371.jpg,train,224,224,112,112,ade20k/ADE_val_00001371_color.png,ade20k/ADE_val_00001371_object.png,ade20k/ADE_val_00001371_part_1.png;ade20k/ADE_val_00001371_part_2.png;ade20k/ADE_val_00001371_part_3.png,,616.0,,[  1  12  45  70  89  91 116 125 161],8
60975,ade20k/ADE_train_00009188.jpg,val,224,224,112,112,ade20k/ADE_train_00009188_color.png,ade20k/ADE_train_00009188_object.png,,,233.0,,[12 13 18 31 38 47 57 60 68],8
59473,ade20k/ADE_train_00012771.jpg,val,224,224,112,112,ade20k/ADE_train_00012771_color.png,ade20k/ADE_train_00012771_object.png,,,,,[  1  16  36  65  72  78 101 124 132],8
63161,ade20k/ADE_train_00013903.jpg,val,224,224,112,112,ade20k/ADE_train_00013903_color.png,ade20k/ADE_train_00013903_object.png,,,489.0,,[  1  12  14  15  19  25  40  46 198],8
61414,ade20k/ADE_train_00018552.jpg,val,224,224,112,112,ade20k/ADE_train_00018552_color.png,ade20k/ADE_train_00018552_object.png,ade20k/ADE_train_00018552_part_1.png;ade20k/ADE_train_00018552_part_2.png,,59.0,,[12 16 18 19 31 35 38 60 68],8
59832,ade20k/ADE_train_00009414.jpg,val,224,224,112,112,ade20k/ADE_train_00009414_color.png,ade20k/ADE_train_00009414_object.png,,,676.0,,[  1  12  14  25  46  86 100 132 211],8
61082,ade20k/ADE_val_00001674.jpg,val,224,224,112,112,ade20k/ADE_val_00001674_color.png,ade20k/ADE_val_00001674_object.png,,,,,[  2  12  13  19  30  68 128 135 208],8
59146,ade20k/ADE_train_00012626.jpg,val,224,224,112,112,ade20k/ADE_train_00012626_color.png,ade20k/ADE_train_00012626_object.png,,,,,[  2  13  16  18  31  56 149 172 252],8
59132,pascal/2008_005297.jpg,val,224,224,112,112,pascal/2008_005297_color.png,pascal/2008_005297_object.png,pascal/2008_005297_part.png,,,,[ 18  19  24  27  38  52  55 121 184],8
59942,ade20k/ADE_train_00012628.jpg,val,224,224,112,112,ade20k/ADE_train_00012628_color.png,ade20k/ADE_train_00012628_object.png,ade20k/ADE_train_00012628_part_1.png,,,,[ 1 12 13 16 18 26 33 43 68],8
58945,ade20k/ADE_train_00012555.jpg,val,224,224,112,112,ade20k/ADE_train_00012555_color.png,ade20k/ADE_train_00012555_object.png,ade20k/ADE_train_00012555_part_1.png,,,,[ 12  16  18  19  31  38  43 147 157],8
37200,pascal/2008_000910.jpg,train,224,224,112,112,pascal/2008_000910_color.png,pascal/2008_000910_object.png,pascal/2008_000910_part.png,,,,[ 1 13 16 18 19 43 47 55 62],8
59974,ade20k/ADE_train_00015019.jpg,val,224,224,112,112,ade20k/ADE_train_00015019_color.png,ade20k/ADE_train_00015019_object.png,,,430.0,,[ 13  16  18  19  31  33  38 146 147],8
59982,ade20k/ADE_train_00013016.jpg,val,224,224,112,112,ade20k/ADE_train_00013016_color.png,ade20k/ADE_train_00013016_object.png,,,,,[  1  16  19  33  35  48 146 147 157],8
60245,ade20k/ADE_train_00016488.jpg,val,224,224,112,112,ade20k/ADE_train_00016488_color.png,ade20k/ADE_train_00016488_object.png,,,223.0,,[  2  12  13  14  18  31  43  48 241],8
62606,ade20k/ADE_train_00003515.jpg,val,224,224,112,112,ade20k/ADE_train_00003515_color.png,ade20k/ADE_train_00003515_object.png,ade20k/ADE_train_00003515_part_1.png;ade20k/ADE_train_00003515_part_2.png,,83.0,,[ 12  14  27  40  50  54  61  78 164],8
61266,ade20k/ADE_train_00016923.jpg,val,224,224,112,112,ade20k/ADE_train_00016923_color.png,ade20k/ADE_train_00016923_object.png,ade20k/ADE_train_00016923_part_1.png;ade20k/ADE_train_00016923_part_2.png,,59.0,,[ 1 12 13 16 18 19 35 43 48],8
60242,ade20k/ADE_train_00019413.jpg,val,224,224,112,112,ade20k/ADE_train_00019413_color.png,ade20k/ADE_train_00019413_object.png,ade20k/ADE_train_00019413_part_1.png,,609.0,,[ 12  14  23  25  45  46  91 116 144],8
62592,ade20k/ADE_train_00017110.jpg,val,224,224,112,112,ade20k/ADE_train_00017110_color.png,ade20k/ADE_train_00017110_object.png,ade20k/ADE_train_00017110_part_1.png,,59.0,,[ 18  19  31  47  60 115 119 178 255],8
60225,ade20k/ADE_train_00004656.jpg,val,224,224,112,112,ade20k/ADE_train_00004656_color.png,ade20k/ADE_train_00004656_object.png,ade20k/ADE_train_00004656_part_1.png,,269.0,,[ 16  18  19  31  38  43  47  60 155],8
62585,pascal/2008_001992.jpg,val,224,224,112,112,pascal/2008_001992_color.png,pascal/2008_001992_object.png,pascal/2008_001992_part.png,,,,[ 13  16  18  19  33  52  56  57 183],8
37196,ade20k/ADE_train_00006007.jpg,train,224,224,112,112,ade20k/ADE_train_00006007_color.png,ade20k/ADE_train_00006007_object.png,,,301.0,,[ 12  14  25  27  36  40  45  46 216],8
58937,pascal/2009_001354.jpg,val,224,224,112,112,pascal/2009_001354_color.png,pascal/2009_001354_object.png,pascal/2009_001354_part.png,,,,[ 13  18  19  31  43  47  55  57 203],8
60221,pascal/2010_002168.jpg,val,224,224,112,112,pascal/2010_002168_color.png,pascal/2010_002168_object.png,pascal/2010_002168_part.png,,,,[  2  18  31  38  43 128 170 183 192],8
59149,pascal/2010_005419.jpg,val,224,224,112,112,pascal/2010_005419_color.png,pascal/2010_005419_object.png,pascal/2010_005419_part.png,,,,[ 12  14  19  23  40  65  70  93 188],8
37149,ade20k/ADE_train_00003966.jpg,train,224,224,112,112,ade20k/ADE_train_00003966_color.png,ade20k/ADE_train_00003966_object.png,ade20k/ADE_train_00003966_part_1.png;ade20k/ADE_train_00003966_part_2.png,,83.0,,[ 12  14  15  23  27  50  61  77 152],8
60261,ade20k/ADE_train_00013228.jpg,val,224,224,112,112,ade20k/ADE_train_00013228_color.png,ade20k/ADE_train_00013228_object.png,ade20k/ADE_train_00013228_part_1.png,,,,[ 13  16  18  19  31  35  43  60 156],8
59919,pascal/2008_002436.jpg,val,224,224,112,112,pascal/2008_002436_color.png,pascal/2008_002436_object.png,pascal/2008_002436_part.png,,,,[ 2  4 12 14 19 23 24 57 93],8
37759,ade20k/ADE_train_00017331.jpg,train,224,224,112,112,ade20k/ADE_train_00017331_color.png,ade20k/ADE_train_00017331_object.png,ade20k/ADE_train_00017331_part_1.png;ade20k/ADE_train_00017331_part_2.png,,59.0,,[  1   6  16  18  31  38  43  47 156],8
62667,ade20k/ADE_train_00015731.jpg,val,224,224,112,112,ade20k/ADE_train_00015731_color.png,ade20k/ADE_train_00015731_object.png,,,493.0,,[  1  12  14  19  25  47  50 113 195],8
59215,ade20k/ADE_train_00006155.jpg,val,224,224,112,112,ade20k/ADE_train_00006155_color.png,ade20k/ADE_train_00006155_object.png,ade20k/ADE_train_00006155_part_1.png,,713.0,,[ 12  13  16  18  19  33  68  76 221],8
62646,ade20k/ADE_train_00003637.jpg,val,224,224,112,112,ade20k/ADE_train_00003637_color.png,ade20k/ADE_train_00003637_object.png,ade20k/ADE_train_00003637_part_1.png,,83.0,,[ 12  14  23  27  61  72  77 100 111],8
59198,pascal/2008_008550.jpg,val,224,224,112,112,pascal/2008_008550_color.png,pascal/2008_008550_object.png,pascal/2008_008550_part.png,,,,[12 14 19 24 25 40 54 63 79],8
61555,ade20k/ADE_train_00015175.jpg,val,224,224,112,112,ade20k/ADE_train_00015175_color.png,ade20k/ADE_train_00015175_object.png,,,453.0,,[  1  12  14  15  25  36  48  54 148],8
59931,pascal/2008_005472.jpg,val,224,224,112,112,pascal/2008_005472_color.png,pascal/2008_005472_object.png,pascal/2008_005472_part.png,,,,[16 18 19 31 33 38 52 55 56],8
62645,ade20k/ADE_train_00007673.jpg,val,224,224,112,112,ade20k/ADE_train_00007673_color.png,ade20k/ADE_train_00007673_object.png,,,0.0,,[  1   3  12  14  25  31  65 122 213],8
36998,ade20k/ADE_train_00014735.jpg,train,224,224,112,112,ade20k/ADE_train_00014735_color.png,ade20k/ADE_train_00014735_object.png,,,,,[13 16 18 31 33 38 43 47 55],8
58925,pascal/2008_001543.jpg,val,224,224,112,112,pascal/2008_001543_color.png,pascal/2008_001543_object.png,pascal/2008_001543_part.png,,,,[ 13  16  18  19  38  52  55  57 153],8
37756,ade20k/ADE_train_00018663.jpg,train,224,224,112,112,ade20k/ADE_train_00018663_color.png,ade20k/ADE_train_00018663_object.png,,,59.0,,[  1  11  13  16  18  31  38  60 149],8
62635,ade20k/ADE_train_00005458.jpg,val,224,224,112,112,ade20k/ADE_train_00005458_color.png,ade20k/ADE_train_00005458_object.png,ade20k/ADE_train_00005458_part_1.png,,0.0,,[  2   3  12  35  57  62  68 112 131],8
62634,ade20k/ADE_train_00002562.jpg,val,224,224,112,112,ade20k/ADE_train_00002562_color.png,ade20k/ADE_train_00002562_object.png,ade20k/ADE_train_00002562_part_1.png,,130.0,,[ 12  25  48  79  88  91 124 163 165],8
36919,ade20k/ADE_train_00017746.jpg,train,224,224,112,112,ade20k/ADE_train_00017746_color.png,ade20k/ADE_train_00017746_object.png,ade20k/ADE_train_00017746_part_1.png,,59.0,,[ 12  13  14  18  31 104 115 122 239],8
61503,ade20k/ADE_train_00004757.jpg,val,224,224,112,112,ade20k/ADE_train_00004757_color.png,ade20k/ADE_train_00004757_object.png,ade20k/ADE_train_00004757_part_1.png,,269.0,,[  1  13  18  31  35  43  49 104 157],8
61273,pascal/2009_004199.jpg,val,224,224,112,112,pascal/2009_004199_color.png,pascal/2009_004199_object.png,pascal/2009_004199_part.png,,,,[ 12  25  40  46  70  78 145 182 188],8
60210,ade20k/ADE_val_00001118.jpg,val,224,224,112,112,ade20k/ADE_val_00001118_color.png,ade20k/ADE_val_00001118_object.png,ade20k/ADE_val_00001118_part_1.png,,83.0,,[  2  12  14  40  41  61 100 101 144],8
61325,ade20k/ADE_train_00005841.jpg,val,224,224,112,112,ade20k/ADE_train_00005841_color.png,ade20k/ADE_train_00005841_object.png,,,440.0,,[  1   4  13  40  55  56 123 135 208],8
60139,ade20k/ADE_train_00008346.jpg,val,224,224,112,112,ade20k/ADE_train_00008346_color.png,ade20k/ADE_train_00008346_object.png,,,407.0,,[  2  12  14  23  25  36  38  46 136],8
59040,ade20k/ADE_train_00002662.jpg,val,224,224,112,112,ade20k/ADE_train_00002662_color.png,ade20k/ADE_train_00002662_object.png,ade20k/ADE_train_00002662_part_1.png;ade20k/ADE_train_00002662_part_2.png,,130.0,,[ 12  14  23  45  48  91 100 190 214],8
59039,ade20k/ADE_train_00012208.jpg,val,224,224,112,112,ade20k/ADE_train_00012208_color.png,ade20k/ADE_train_00012208_object.png,ade20k/ADE_train_00012208_part_1.png,,974.0,,[ 13  18  19  35  43  55  60  90 200],8
62485,ade20k/ADE_train_00007711.jpg,val,224,224,112,112,ade20k/ADE_train_00007711_color.png,ade20k/ADE_train_00007711_object.png,ade20k/ADE_train_00007711_part_1.png,,867.0,,[  1  13  16  19  33  57  95 131 186],8
61359,ade20k/ADE_train_00017605.jpg,val,224,224,112,112,ade20k/ADE_train_00017605_color.png,ade20k/ADE_train_00017605_object.png,ade20k/ADE_train_00017605_part_1.png;ade20k/ADE_train_00017605_part_2.png,,59.0,,[12 16 19 27 31 36 38 43 55],8
62378,pascal/2010_000141.jpg,val,224,224,112,112,pascal/2010_000141_color.png,pascal/2010_000141_object.png,pascal/2010_000141_part.png,,,,[ 18  40  45  52  65 119 132 168 188],8
62464,pascal/2008_001215.jpg,val,224,224,112,112,pascal/2008_001215_color.png,pascal/2008_001215_object.png,pascal/2008_001215_part.png,,,,[  1   2  12  19  23  27  71 168 246],8
36980,ade20k/ADE_train_00012764.jpg,train,224,224,112,112,ade20k/ADE_train_00012764_color.png,ade20k/ADE_train_00012764_object.png,ade20k/ADE_train_00012764_part_1.png,,,,[ 12  13  16  18  35  38  55  68 120],8
62392,pascal/2010_002937.jpg,val,224,224,112,112,pascal/2010_002937_color.png,pascal/2010_002937_object.png,pascal/2010_002937_part.png,,,,[ 13  16  18  33  52  55 153 185 209],8
59022,ade20k/ADE_val_00001903.jpg,val,224,224,112,112,ade20k/ADE_val_00001903_color.png,ade20k/ADE_val_00001903_object.png,,,862.0,,[  1   4  13  16  33  44  56 136 172],8
